ID	start	end	happy	funny	sad	tender	exciting	angry	scary	split
-4DLJA5ShGI	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-4G_29Yl7P4	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
-4PivAAdc3M	 30.000	 40.000	1.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-4S4vNx-jw0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-4TO-dL1f9k	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-4XOT14Ku94	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-4fwRc6fXBo	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-4tGqYGibQM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-515qrpb87o	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-55SUJnYzgo	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-58t9l93RgE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5A_qEt9vd8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-5AeVcLU85o	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-5BWqDTI8GE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5CQ8kvAMlg	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5EtOjRtsa8	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5KEhrlsmbU	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5NIs-eePWI	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
-5PJs98TGnE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5UqGEsMceY	 0.000	 8.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
-5Wkc3w1L9s	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-5bsc0Qt47g	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-5hfUDlHpkI	 23.000	 33.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5iv1PJ71iA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-5k1A-QSU4I	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-5rohE3oHE0	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-5vlEJwpYXU	 130.000	 140.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-60D1x-whAU	 170.000	 180.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
-69Z9uUv7gI	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-6DgeG7rFvs	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-6DqsNDqinM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-6DsEbngGD8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-6HHqVmTOQY	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-6JN0ZbuhNA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-6O8oK3yicU	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-6nuFviZgco	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-6tVzaPRgFA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-6wdhJLBDsI	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-71FcbUaAas	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-71bPX1cH8o	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-7EAEmUkx8U	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-7Ga9S1jAFA	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-7HGp-S8FHM	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
-7I7ZmzEuMc	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-7QDWjiBoWs	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
-7QwO5Okm3E	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-7UQZd_TrOM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-7dwpCR9Fjg	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-7eJFNAUuHw	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-7eqp_elTgk	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-7jaUlmrU9Y	 30.000	 40.000	1.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-84xdudDlwA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-8E2XuSayvs	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-8LDfaRsqh8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-8LJg-HItvU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-8LoicX72Lw	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-8QBkOvux1s	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-8Z5VaHmf6w	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-8h4Ccn5-Cg	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-8j7stC2WVg	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-8jrOmtsePU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-8sYJ8OyacE	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-8xylEQUt88	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-8zibVda-Bg	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	1.0	0.0	TRAIN
-98waJULB1E	 4.000	 14.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-9BsU8Hpue4	 20.000	 30.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-9Iddx-CZYk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-9JlTWDn9gI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-9Lh20bRmT0	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-9XDdeTEqDI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-9tdnWfKLXw	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-9wU_scdEwU	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-9wfhfye780	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-A4Dwch2SoA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-A5NjRlC3oY	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-AAEFswD1r4	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-AE3HE-cM_s	 15.000	 25.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-AO1FeO3fgw	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-AOdQvPCQv0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-AW0jbh8Poc	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-Ab_XbPLPG0	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-Abv2ja8ZcQ	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-Ad4oi9xgus	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-AhM_tMucO4	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-AhaqqWclFw	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-ArBiqi8Wk8	 80.000	 90.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-ArVnrmCYkk	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
-Ax6lAf9-Sc	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-B2Q51gJJag	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BCRISYQHGM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BNOIZVOVI8	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-BUAHUEUVtY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BVaN6Y6HWM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BW9gUm-KaA	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-BWAJyKFvD4	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BZNnvuV9C0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-B_SktRe3VE	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-B_l9iBIDys	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-Ba2UPFkqOk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BcCz4jUip8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BfLyAjpt6k	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-BgCnrapy64	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-BkezYMpQNo	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-BkomV4AmwI	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-BuYLobu90c	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-BuyatwgJTE	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-Bv8Dkss3UY	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
-C0HplRORUI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-C0wSB6gEfw	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-C7uzYYG-0k	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-CIRc3lkWdk	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-CMPdu87TdM	 90.000	 100.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-CZznZ2DEBw	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-Canpm16oI8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-CcmCxOeRCw	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-CdIkoa4xMY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-CsrA0GOXbM	 25.000	 35.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-D6hyqfJCMU	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-DPZRwdLVyg	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-DPsBe-mzy8	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-DQraZ_ep84	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-DSkHpYgmn0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-DZWsyuVG5c	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-Da4abJ5XP8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-Dm0CVlLzL4	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-DoUotC7oYI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-E0ABoKzZIE	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-E4I6aOuzfY	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-EAOKDazXGQ	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-EE6gVJPEko	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-EEurBkVg-s	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-EPc1r0lpyQ	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-EQEhZumxyc	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-E_p73Fy7sA	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-EebIuKgumk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-EpH0WdaLKQ	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-Et0BSorKgA	 0.000	 9.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-EtZHP0wlqE	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-F0BA2raASo	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-F0FPiqufh8	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-F3uq2FLmIk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-F8HkbJFdKw	 30.000	 40.000	0.0	0.0	0.0	0.0	0.0	0.0	1.0	TRAIN
-F9Fah0i9o4	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-F9Umv-b0pk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-FETD9Ow2w8	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-FFBqC8voeI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-FJz1nOE2bs	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-FL4eA4QhgU	 90.000	 100.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-FSLodDIawM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-FgzsoQggsk	 1.000	 11.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-FqvCPDKzFE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-Fsrbbv3iOg	 30.000	 40.000	1.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-FwXeBqDc9Q	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-Fzm2O4Zt-k	 30.000	 40.000	0.0	1.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-G-jf0qP0P0	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-G0gzDvhVy4	 0.000	 8.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-G5PFNVEwJ0	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-G9K1VMA8uY	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-GFaQ8_N2tY	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-GTAvy5Pu4k	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-GYwAv2geeE	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-GZwlM7U_4s	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-GiO2nKAsEQ	 30.000	 40.000	0.0	0.0	1.0	0.0	0.0	0.0	0.0	TRAIN
-GkEGhZtqJM	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-GtUUKC-xxI	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-GvzBqVIZwk	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-H84Io2ZSe0	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-HIHOllooN0	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-HKaeYUlJ2w	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-HNjDFYzpB8	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-HPi0rq5uXM	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-HV7h4nhbeE	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-H_vmVLZwi0	 30.000	 40.000	1.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-Hdl1oTLlB4	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-HeO0TRz9u4	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-Hid3EUiXWI	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-HjmVvJ8Enw	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-HoGEw-YzVw	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-Hpcyqo5c5s	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-HxYdz4DNUM	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-I4tWHw7uhU	 30.000	 40.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-I8-1s3Zh4Y	 160.000	 170.000	0.0	0.0	0.0	1.0	0.0	0.0	0.0	TRAIN
-IE1v3eFYls	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-IFc55LGpPY	 30.000	 40.000	1.0	0.0	0.0	0.0	0.0	0.0	0.0	TRAIN
-IKu9Zc8AWE	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
-IR1ivrSavw	 30.000	 40.000	0.0	0.0	0.0	0.0	1.0	0.0	0.0	TRAIN
